ASIN,YEAR,MONTH,DAY,STAR_5,STAR_4,STAR_3,STAR_2,STAR_1,STAR_AVG,
B001KYTYCK,2022,3,8,93,3,1,0,2,4.8,2022-03-08 04:10:11.068748
B01CCJYYXU,2022,3,8,62,17,13,4,4,4.3,2022-03-08 04:10:18.669461
B002R1PTBK,2022,3,8,83,10,3,2,2,4.7,2022-03-08 04:10:25.807421
B00PZ30LB0,2022,3,8,100,0,0,0,0,5,2022-03-08 04:10:32.181131
B07RM9DR6C,2022,3,8,69,13,9,5,4,4.4,2022-03-08 04:10:40.057023
B001E96L2C,2022,3,8,82,10,4,1,2,4.7,2022-03-08 04:10:47.631443
B000XQQ5QO,2022,3,8,0,51,49,0,0,3.5,2022-03-08 04:10:53.909161
B086CJ5PGJ,2022,3,8,87,8,3,1,2,4.8,2022-03-08 04:11:01.164349
B09Q56TM88,2022,3,8,66,19,5,4,5,4.4,2022-03-08 04:11:08.338892
B0764KHPJL,2022,3,8,76,13,7,2,2,4.6,2022-03-08 04:11:16.632855
B00HGJVTM6,2022,3,8,87,7,2,1,3,4.7,2022-03-08 04:11:23.469447
B00KZ21BDS,2022,3,8,83,11,3,2,1,4.7,2022-03-08 04:11:30.564956
B005C2N88M,2022,3,8,75,13,7,3,3,4.5,2022-03-08 04:11:37.840103
B00E4KYE36,2022,3,8,68,12,12,8,0,4.4,2022-03-08 04:11:44.493402
B08728W67H,2022,3,8,82,5,7,3,3,4.6,2022-03-08 04:11:52.244813
B00H5IFIRK,2022,3,8,71,10,10,0,8,4.4,2022-03-08 04:11:58.830986
B006345US4,2022,3,8,76,16,0,0,8,4.5,2022-03-08 04:12:05.196100
B005Y2ASAG,2022,3,8,46,29,10,8,7,4,2022-03-08 04:12:11.877246
B08P6VPDRP,2022,3,8,68,15,10,2,5,4.4,2022-03-08 04:12:18.243016
B00BCID5H4,2022,3,8,100,0,0,0,0,5,2022-03-08 04:12:24.721667
B07K32XMW8,2022,3,8,70,19,6,2,3,4.5,2022-03-08 04:12:31.948680
B07B936QLG,2022,3,8,67,16,11,4,2,4.4,2022-03-08 04:12:39.255590
B07VN7J9GF,2022,3,8,63,19,10,3,4,4.3,2022-03-08 04:12:46.416061
B07TCD5G1C,2022,3,8,55,18,15,5,6,4.1,2022-03-08 04:12:54.898313
B076C2QVZJ,2022,3,8,43,28,0,0,29,3.6,2022-03-08 04:13:01.176474
B01GL5X05O,2022,3,8,81,12,3,2,2,4.7,2022-03-08 04:13:08.098787
B005C2NBD4,2022,3,8,75,12,7,2,4,4.5,2022-03-08 04:13:15.458825
B007S0F6ZY,2022,3,8,0,0,0,0,0,0,2022-03-08 04:13:22.766666
B09MJF8MMY,2022,3,8,85,4,4,4,4,4.6,2022-03-08 04:13:29.936700
B08372QZ5P,2022,3,8,78,11,6,2,3,4.6,2022-03-08 04:13:37.322444
B07CG7979T,2022,3,8,78,13,6,2,2,4.6,2022-03-08 04:13:50.962817
B005XIM2O6,2022,3,8,89,8,0,1,1,4.8,2022-03-08 04:13:58.776945
B01AWTH9KW,2022,3,8,83,9,4,1,2,4.7,2022-03-08 04:14:06.051681
B00HFG1JJ8,2022,3,8,74,13,8,2,3,4.5,2022-03-08 04:14:13.707557
B09FZL4T36,2022,3,8,0,0,0,0,0,0,2022-03-08 04:14:20.627821
B00DREAF56,2022,3,8,65,15,11,0,9,4.3,2022-03-08 04:14:27.350504
B004V9QP0A,2022,3,8,88,7,2,1,2,4.8,2022-03-08 04:24:44.834867
B081R2Z2JJ,2022,3,8,82,11,3,1,3,4.7,2022-03-08 04:24:53.171906
B07Y8HJW6G,2022,3,8,30,0,30,20,21,3,2022-03-08 04:25:00.204240
B09Q5HRMFJ,2022,3,8,66,19,5,4,5,4.4,2022-03-08 04:25:07.509550
B01NAXFMLX,2022,3,8,60,19,12,0,9,4.2,2022-03-08 04:25:14.029958
B08DBWP29V,2022,3,8,63,18,11,4,4,4.3,2022-03-08 04:25:21.103431
B07FFQQH9T,2022,3,8,80,9,6,3,3,4.6,2022-03-08 04:25:27.811296
B001E96L2C,2022,3,8,82,10,4,1,2,4.7,2022-03-08 04:25:35.401380
B08XYBS678,2022,3,8,82,11,3,1,2,4.7,2022-03-08 04:25:42.340291
B01IAE9U26,2022,3,8,92,8,0,0,0,4.9,2022-03-08 04:25:48.892339
B071QWSVQZ,2022,3,8,87,13,0,0,0,4.9,2022-03-08 04:25:55.923880
B00021C49W,2022,3,8,88,6,3,1,2,4.8,2022-03-08 04:26:03.319295
B002KMQAEQ,2022,3,8,75,12,13,0,0,4.6,2022-03-08 04:26:09.860484
B01N0B3YIJ,2022,3,8,86,9,3,1,1,4.8,2022-03-08 04:26:17.534978
B00DQSKVIO,2022,3,8,73,16,6,2,3,4.5,2022-03-08 04:26:24.776209
B07NQRN6HF,2022,3,8,61,19,16,2,2,4.4,2022-03-08 04:26:31.908260
B01MSSDEPK,2022,3,8,80,12,4,2,2,4.7,2022-03-08 04:26:40.469550
B01COTOJHE,2022,3,8,72,13,8,4,3,4.5,2022-03-08 04:26:47.939046
B085CM3JK2,2022,3,8,87,8,3,0,1,4.8,2022-03-08 04:26:55.199658
B008KH697S,2022,3,8,53,25,12,4,6,4.2,2022-03-08 04:27:02.712035
B075B1MQGR,2022,3,8,66,13,9,5,6,4.3,2022-03-08 04:27:10.710715
B08JNRP17W,2022,3,8,75,12,6,2,5,4.5,2022-03-08 04:27:18.581220
B07T8BTMXC,2022,3,8,89,5,3,1,2,4.8,2022-03-08 04:27:25.678780
B01AWTH9KW,2022,3,8,83,9,4,1,2,4.7,2022-03-08 04:27:32.836451
B07MTWB8NY,2022,3,8,73,12,6,3,6,4.4,2022-03-08 04:27:40.886351
B00BCID5H4,2022,3,8,100,0,0,0,0,5,2022-03-08 04:27:47.289691
B01D6I4SAU,2022,3,8,83,9,4,2,2,4.7,2022-03-08 04:27:54.737147
B07RRT2FZ5,2022,3,8,74,13,8,3,2,4.5,2022-03-08 04:28:02.105667
B07ZJWCLW8,2022,3,8,79,12,4,1,5,4.6,2022-03-08 04:28:08.719851
B07GT261MD,2022,3,8,86,9,3,1,2,4.8,2022-03-08 04:28:16.525894
B0764J5NZ7,2022,3,8,79,10,5,3,3,4.6,2022-03-08 04:28:24.428053
B01N02UYU4,2022,3,8,86,8,4,1,1,4.8,2022-03-08 04:28:31.440520
B08NTX4HVH,2022,3,8,63,16,9,5,7,4.2,2022-03-08 04:28:38.546496
B07FXVLHJQ,2022,3,8,88,3,5,1,3,4.7,2022-03-08 04:28:45.447164
B00KOC6K2G,2022,3,8,69,11,6,0,15,4.2,2022-03-08 04:28:52.384223
B08XVKF74T,2022,3,8,0,0,0,0,0,0,2022-03-08 04:28:58.479550
B07FL66R2L,2022,3,8,70,11,8,4,7,4.3,2022-03-08 04:29:05.338931
B08DHP31P3,2022,3,8,67,0,0,33,0,4,2022-03-08 04:29:11.519889
B01MZZ0N5N,2022,3,8,77,12,7,2,2,4.6,2022-03-08 04:29:19.559676
B07GBGNBKG,2022,3,8,83,12,3,1,2,4.7,2022-03-08 04:29:26.371407
B00G7TUDA0,2022,3,8,64,15,11,5,6,4.2,2022-03-08 04:29:34.350750
B09G2S1KZ2,2022,3,8,52,22,18,0,8,4.1,2022-03-08 04:29:40.727828
B08J4K3DLK,2022,3,8,49,51,0,0,0,4.5,2022-03-08 04:29:46.974350
B01MXLTB4W,2022,3,8,70,15,8,3,4,4.4,2022-03-08 04:29:55.157162
B089Z8DV9N,2022,3,8,80,11,4,2,3,4.6,2022-03-08 04:30:02.651740
B001E2LWLY,2022,3,8,100,0,0,0,0,5,2022-03-08 04:30:09.292904
B09GBZYLPF,2022,3,8,66,19,5,4,5,4.4,2022-03-08 04:30:17.758652
B08VNQV9RN,2022,3,8,58,17,12,6,7,4.1,2022-03-08 04:30:24.423868
B08M6H5CTT,2022,3,8,96,4,0,0,0,5,2022-03-08 04:30:31.393793
B017D5N9W0,2022,3,8,87,7,4,1,2,4.7,2022-03-08 04:30:38.368306
B08W256VYJ,2022,3,8,85,7,2,1,4,4.7,2022-03-08 04:30:45.442279
B000HGIQRG,2022,3,8,81,10,5,2,3,4.6,2022-03-08 04:30:52.795691
B07V7MB8K3,2022,3,8,85,10,3,1,2,4.7,2022-03-08 04:30:59.930982
B07FF7KS17,2022,3,8,67,15,8,4,5,4.3,2022-03-08 04:31:07.676124
B08142ND28,2022,3,8,54,31,16,0,0,4.4,2022-03-08 04:31:14.329964
B000YAXUDA,2022,3,8,49,28,0,22,0,4,2022-03-08 04:31:21.039153
B086CJ7V4Z,2022,3,8,77,11,7,2,3,4.6,2022-03-08 04:31:28.258136
B08TYCYWZK,2022,3,8,69,17,5,4,5,4.4,2022-03-08 04:31:35.696107
B07X2PFXCT,2022,3,8,65,11,13,10,0,4.3,2022-03-08 04:31:50.011382
B07KF626LC,2022,3,8,69,14,12,3,3,4.4,2022-03-08 04:31:57.948127
B08ZQS3XQ7,2022,3,8,0,0,0,0,0,0,2022-03-08 04:32:04.663564
B071Z79329,2022,3,8,66,18,11,2,3,4.4,2022-03-08 04:32:11.928281
B000YAXUDA,2022,3,8,49,28,0,22,0,4,2022-03-08 04:32:18.710873
B07P7D1T7J,2022,3,8,76,10,7,0,7,4.5,2022-03-08 04:32:25.623461
B00ZQELA3G,2022,3,8,84,16,0,0,0,4.8,2022-03-08 04:32:32.156708
B07FF7KS17,2022,3,8,67,15,8,4,5,4.3,2022-03-08 04:32:39.352819
B004I8WM1U,2022,3,8,77,16,0,0,7,4.5,2022-03-08 04:32:47.008079
B07QJ7K43N,2022,3,8,78,10,7,2,2,4.6,2022-03-08 04:32:54.347999
B0795S9VMF,2022,3,8,53,17,4,2,24,3.7,2022-03-08 04:33:01.662952
B07BSSDP5D,2022,3,8,80,10,7,1,2,4.7,2022-03-08 04:33:08.166730
B00F57OWWK,2022,3,8,78,10,6,2,4,4.6,2022-03-08 04:33:15.206834
B09CS1DWP7,2022,3,8,73,27,0,0,0,4.7,2022-03-08 04:33:21.748136
B00BWV92BO,2022,3,8,79,12,5,3,1,4.7,2022-03-08 04:33:28.262112
B01N28A6E8,2022,3,8,55,20,8,5,11,4,2022-03-08 04:33:35.846615
B0939GTX8Q,2022,3,8,77,16,7,0,0,4.7,2022-03-08 04:33:42.618489
B08Z9N5V5M,2022,3,8,0,0,0,0,0,0,2022-03-08 04:33:48.881613
B098FK56N8,2022,3,8,69,17,5,4,5,4.4,2022-03-08 04:33:55.950846
B07SH14B4Q,2022,3,8,71,13,9,0,8,4.4,2022-03-08 04:34:02.892544
B07SB6JNPR,2022,3,8,70,15,9,5,0,4.5,2022-03-08 04:34:09.818885
B08DBWP29V,2022,3,8,63,18,11,4,4,4.3,2022-03-08 04:34:16.637861
B09G5X64PH,2022,3,8,75,10,8,3,4,4.5,2022-03-08 04:34:23.846710
B006KH69MU,2022,3,8,80,10,4,4,2,4.6,2022-03-08 04:34:30.818337
B082JHM1CD,2022,3,8,86,10,2,1,1,4.8,2022-03-08 04:34:37.761295
B01NCLSUAV,2022,3,8,76,11,7,3,3,4.5,2022-03-08 04:34:45.782149
B09CJJL1BP,2022,3,8,0,0,0,0,0,0,2022-03-08 04:34:53.774394
B00OQ1ZKO0,2022,3,8,77,16,5,1,1,4.7,2022-03-08 04:35:02.218890
B00L7S3FDI,2022,3,8,82,11,4,1,2,4.7,2022-03-08 04:35:10.256245
B0764KHLGY,2022,3,8,82,12,4,1,1,4.7,2022-03-08 04:35:17.930023
B089XSWV14,2022,3,8,89,5,3,1,2,4.8,2022-03-08 04:35:25.077832
B083YGSN9F,2022,3,8,77,14,6,2,0,4.7,2022-03-08 04:35:32.110407
B07NJPSDL6,2022,3,8,65,18,11,4,3,4.4,2022-03-08 04:35:38.635144
B07H2RW37Y,2022,3,8,86,10,4,0,0,4.8,2022-03-08 04:35:44.646153
B07BMMR6P9,2022,3,8,58,16,14,7,4,4.2,2022-03-08 04:35:52.027193
B000NN7FSO,2022,3,8,69,15,7,3,6,4.4,2022-03-08 04:35:59.543238
B000VB0C6K,2022,3,8,87,9,3,1,1,4.8,2022-03-08 04:36:06.601431
B0017OADH8,2022,3,8,74,8,12,6,0,4.5,2022-03-08 04:36:14.279187
B06XH4XQWP,2022,3,8,67,14,4,7,9,4.2,2022-03-08 04:36:21.066193
B08XC47CQD,2022,3,8,66,12,21,0,0,4.5,2022-03-08 04:36:27.754658
B001HJY5VS,2022,3,8,77,12,6,3,2,4.6,2022-03-08 04:36:34.713553
B08W28VZP4,2022,3,8,73,13,7,3,4,4.5,2022-03-08 04:36:41.685595
B09B9SSXZK,2022,3,8,63,13,8,8,7,4.2,2022-03-08 04:36:48.702820
B00D2VNTWK,2022,3,8,82,18,0,0,0,4.8,2022-03-08 04:36:55.413841
B016OPV3GO,2022,3,8,78,14,5,1,1,4.7,2022-03-08 04:37:02.925852
B004MZQQPW,2022,3,8,74,11,8,2,4,4.5,2022-03-08 04:37:10.486317
B09D8SRB1H,2022,3,8,100,0,0,0,0,5,2022-03-08 04:37:17.395882
B004AI50PS,2022,3,8,75,16,5,2,3,4.6,2022-03-08 04:37:24.037491
B00381A7OM,2022,3,8,80,8,6,2,4,4.6,2022-03-08 04:37:31.103166
B07ZG7778K,2022,3,8,77,11,5,2,5,4.5,2022-03-08 04:37:38.380577
B07BZCKV5D,2022,3,8,65,21,8,3,3,4.4,2022-03-08 04:37:45.391403
B07TJK2JGZ,2022,3,8,53,0,16,16,14,3.6,2022-03-08 04:37:52.369557
B08156FFKQ,2022,3,8,100,0,0,0,0,5,2022-03-08 04:37:58.681357
B00VRN5XZQ,2022,3,8,80,20,0,0,0,4.8,2022-03-08 04:38:04.888763
B074PV26LP,2022,3,8,76,15,9,0,0,4.7,2022-03-08 04:38:11.528579
B08CNLMM9H,2022,3,8,0,0,0,0,0,0,2022-03-08 04:38:17.694429
B0855L2LXL,2022,3,8,79,11,5,2,3,4.6,2022-03-08 04:38:24.999343
B09SMWN3SG,2022,3,8,0,0,0,0,0,0,2022-03-08 04:38:39.157650
B07VJ52NZK,2022,3,8,64,16,13,8,0,4.4,2022-03-08 04:38:45.188518
B08WWM2RRN,2022,3,8,75,12,7,3,3,4.5,2022-03-08 04:38:52.981662
B001RYV0FW,2022,3,8,87,6,2,4,2,4.7,2022-03-08 04:38:59.843164
B002LV2EVE,2022,3,8,70,23,0,8,0,4.5,2022-03-08 04:39:07.095791
B005U5JQ46,2022,3,8,81,8,6,2,3,4.6,2022-03-08 04:39:14.411036
B07CT7B11F,2022,3,8,72,11,10,3,4,4.4,2022-03-08 04:39:20.865246
B081SYPLLG,2022,3,8,70,15,6,4,6,4.4,2022-03-08 04:39:27.798747
B084PKK1CZ,2022,3,8,88,8,2,1,1,4.8,2022-03-08 04:39:34.805818
B0037LOTQU,2022,3,8,82,13,3,1,1,4.8,2022-03-08 04:39:41.896486
B08PCPW8KL,2022,3,8,84,12,3,1,1,4.8,2022-03-08 04:39:49.099845
B01MUEUEAO,2022,3,8,57,17,11,6,9,4.1,2022-03-08 04:39:56.297943
B07JMMLD27,2022,3,8,76,12,7,2,3,4.6,2022-03-08 04:40:03.858318
B07NJPSDL6,2022,3,8,65,18,11,4,3,4.4,2022-03-08 04:40:10.212249
B00NJ0ETXM,2022,3,8,76,24,0,0,0,4.8,2022-03-08 04:40:17.365405
B01BI7K1WU,2022,3,8,69,15,6,4,6,4.4,2022-03-08 04:40:24.274070
B08YQ8ZFQS,2022,3,8,80,11,6,0,3,4.6,2022-03-08 04:40:31.127452
B08J66Z6JK,2022,3,8,68,17,7,5,4,4.4,2022-03-08 04:40:38.135863
B07RJYSJW5,2022,3,8,51,9,15,8,17,3.7,2022-03-08 04:40:45.531576
B079J67G9Z,2022,3,8,60,16,12,4,8,4.2,2022-03-08 04:40:53.462564
B074T7GKTC,2022,3,8,56,21,7,8,7,4.1,2022-03-08 04:41:00.638708
B08N9YGTW6,2022,3,8,59,30,11,0,0,4.5,2022-03-08 04:41:07.879105
B00XHDAI3Q,2022,3,8,78,13,5,3,1,4.6,2022-03-08 04:41:14.843551
B07MVPNSD9,2022,3,8,36,25,17,9,13,3.6,2022-03-08 04:41:24.476482
B07VK8ZW55,2022,3,8,85,0,8,7,0,4.6,2022-03-08 04:41:31.071075
B07FK116N1,2022,3,8,83,7,4,2,3,4.6,2022-03-08 04:41:37.774949
B09327P8CK,2022,3,8,79,11,5,2,3,4.6,2022-03-08 04:41:45.339642
B002KMQAEQ,2022,3,8,75,12,13,0,0,4.6,2022-03-08 04:41:51.349981
B00L7S3FJ2,2022,3,8,80,12,5,2,2,4.7,2022-03-08 04:41:59.708790
B07N7TQV1R,2022,3,8,0,0,0,0,0,0,2022-03-08 04:42:06.527271
B08167KP4C,2022,3,8,82,12,4,1,1,4.7,2022-03-08 04:42:14.048044
B00NNOVV58,2022,3,8,82,11,3,2,2,4.7,2022-03-08 04:42:21.363492
B000I3Z39W,2022,3,8,82,10,5,2,2,4.7,2022-03-08 04:42:28.456385
B09R7PHQY6,2022,3,8,85,11,3,1,1,4.8,2022-03-08 04:42:35.762933
B00TQ2X6CC,2022,3,8,85,10,2,1,1,4.8,2022-03-08 04:42:43.281279
B078J7ZWX6,2022,3,8,81,11,4,1,3,4.6,2022-03-08 04:42:50.573616
B099MZTJZY,2022,3,8,49,30,21,0,0,4.3,2022-03-08 04:42:57.864401
B086N136NH,2022,3,8,60,11,12,11,6,4.1,2022-03-08 04:43:04.824303
B079STC2NH,2022,3,8,72,14,8,2,4,4.5,2022-03-08 04:43:11.996630
B01FT1FL3K,2022,3,8,84,10,3,1,2,4.7,2022-03-08 04:43:19.460546
B08PCRDG51,2022,3,8,79,13,4,1,3,4.6,2022-03-08 04:43:26.992169
B01BMEUM0U,2022,3,8,57,12,18,6,6,4.1,2022-03-08 04:43:34.410889
B00JHOT4RU,2022,3,8,78,8,6,0,8,4.5,2022-03-08 04:43:41.758409
B00RBYG8M2,2022,3,8,62,7,10,9,12,4,2022-03-08 04:43:48.863708
B004Z24NBG,2022,3,8,79,14,7,0,0,4.7,2022-03-08 04:43:55.080121
B08T955ZFR,2022,3,8,57,21,22,0,0,4.3,2022-03-08 04:44:02.008578
B0186GTDPW,2022,3,8,79,12,4,1,3,4.6,2022-03-08 04:44:09.491687
B082YFMNTJ,2022,3,8,74,16,2,3,6,4.5,2022-03-08 04:44:16.401961
B08QDT41D1,2022,3,8,0,0,0,0,0,0,2022-03-08 04:44:22.760301
B079JX75MQ,2022,3,8,78,10,5,6,0,4.6,2022-03-08 04:44:29.039351
B0992R5YR8,2022,3,8,53,12,6,9,20,3.7,2022-03-08 04:44:36.145344
B0762LKWS5,2022,3,8,85,10,2,1,2,4.8,2022-03-08 04:44:43.528439
B001E96L72,2022,3,8,89,5,5,0,1,4.8,2022-03-08 04:44:50.488326
B07Q76LWB9,2022,3,8,76,7,9,5,4,4.5,2022-03-08 04:44:56.929684
B09SDQGKXT,2022,3,8,0,0,0,0,0,0,2022-03-08 04:45:02.976393
B012UDNONE,2022,3,8,70,13,9,3,5,4.4,2022-03-08 04:45:10.822601
B0846GJ59T,2022,3,8,86,8,3,1,2,4.7,2022-03-08 04:45:18.768172
B07T6GLP3P,2022,3,8,68,16,9,3,4,4.4,2022-03-08 04:45:34.095779
B09SN36MRL,2022,3,8,0,0,0,0,0,0,2022-03-08 04:45:41.148223
B089XV1RH1,2022,3,8,72,13,9,1,4,4.5,2022-03-08 04:45:48.265244
B09G1T2T6R,2022,3,8,0,0,0,0,0,0,2022-03-08 04:45:54.997524
B09SDQGKXT,2022,3,8,0,0,0,0,0,0,2022-03-08 04:46:00.949629
B00MP7L6BI,2022,3,8,79,14,5,0,2,4.7,2022-03-08 04:46:08.320160
B09KM8CXP6,2022,3,8,80,14,2,0,3,4.7,2022-03-08 04:46:15.128869
B07FMH6CS7,2022,3,8,76,17,0,7,0,4.6,2022-03-08 04:46:21.650227
B08X48R495,2022,3,8,57,14,14,15,0,4.1,2022-03-08 04:46:28.761610
B09GTKFCVV,2022,3,8,61,24,0,0,15,4.2,2022-03-08 04:46:35.292299
B0119FX98E,2022,3,8,77,13,5,2,3,4.6,2022-03-08 04:46:42.302316
B081R2FMFD,2022,3,8,87,6,3,0,4,4.7,2022-03-08 04:46:49.210792
B07ZG84W5K,2022,3,8,78,11,6,2,2,4.6,2022-03-08 04:46:57.058626
B07DLHLPVZ,2022,3,8,70,13,11,4,3,4.4,2022-03-08 04:47:04.402088
B081R2Z2JJ,2022,3,8,82,11,3,1,3,4.7,2022-03-08 04:47:12.594905
B000ESQQJM,2022,3,8,84,11,3,1,1,4.8,2022-03-08 04:47:19.895345
B0886Y88SQ,2022,3,8,72,15,6,3,5,4.5,2022-03-08 04:47:27.320317
B00TO9AD3W,2022,3,8,74,11,5,4,7,4.4,2022-03-08 04:47:34.449042
B089LNGQTF,2022,3,8,53,12,13,21,0,4,2022-03-08 04:47:40.930118
B09DDFTFML,2022,3,8,100,0,0,0,0,5,2022-03-08 04:47:47.534939
B0949VKGB8,2022,3,8,81,10,5,2,2,4.6,2022-03-08 04:47:55.005836
B07MDCQ3NZ,2022,3,8,88,9,2,0,1,4.8,2022-03-08 04:48:02.570261
B07G7L5YJ4,2022,3,8,60,21,13,2,4,4.3,2022-03-08 04:48:09.325847
B08L8F75XJ,2022,3,8,80,12,4,2,3,4.6,2022-03-08 04:48:16.219378
B07LGD13XT,2022,3,8,86,9,0,5,0,4.7,2022-03-08 04:48:23.372907
B01IAE9U26,2022,3,8,92,8,0,0,0,4.9,2022-03-08 04:48:30.261369
B00L8SX7WG,2022,3,8,89,5,3,0,3,4.8,2022-03-08 04:48:37.952692
B07KX6FC43,2022,3,8,69,17,8,3,2,4.5,2022-03-08 04:48:46.373833
B09T8TZBFV,2022,3,8,0,0,0,0,100,1,2022-03-08 04:48:53.304835
B07Y5NJ67M,2022,3,8,46,28,27,0,0,4.2,2022-03-08 04:49:00.055880
B09K3JNL33,2022,3,8,85,4,4,4,4,4.6,2022-03-08 04:49:07.828298
B019I8082Y,2022,3,8,64,10,13,4,9,4.2,2022-03-08 04:49:15.285722
B08RR7TTWQ,2022,3,8,75,15,5,3,2,4.6,2022-03-08 04:49:22.230822
B07RC3QGH7,2022,3,8,69,14,9,5,4,4.4,2022-03-08 04:49:29.596421
B00BQYF220,2022,3,8,83,10,4,1,1,4.7,2022-03-08 04:49:37.374612
B071QWPRKN,2022,3,8,86,14,0,0,0,4.9,2022-03-08 04:49:43.945044
B071NM345M,2022,3,8,76,14,10,0,0,4.7,2022-03-08 04:49:50.664898
B000VB47O8,2022,3,8,90,5,2,1,1,4.8,2022-03-08 04:49:57.915744
B07F289VL3,2022,3,8,67,19,9,3,2,4.5,2022-03-08 04:50:05.997372
B008QMWM5U,2022,3,8,69,10,6,4,11,4.2,2022-03-08 04:50:13.575599
B07HCLQQ51,2022,3,8,75,10,7,4,4,4.5,2022-03-08 04:50:21.111256
B07N35HRT7,2022,3,8,80,9,6,2,4,4.6,2022-03-08 04:50:28.461749
B07T15KV2J,2022,3,8,53,28,8,5,6,4.2,2022-03-08 04:50:36.213520
B00A2F0UQW,2022,3,8,60,26,5,0,9,4.3,2022-03-08 04:50:43.403344
B0964PXMMN,2022,3,8,67,24,9,0,0,4.6,2022-03-08 04:50:50.314257
B09KFD6ZMQ,2022,3,8,68,18,7,2,4,4.4,2022-03-08 04:50:57.605390
B07Z5QVPW7,2022,3,8,66,12,12,2,7,4.3,2022-03-08 04:51:05.292498
B07SX2QKL7,2022,3,8,86,9,3,1,1,4.8,2022-03-08 04:51:13.451855
B07VCV83JJ,2022,3,8,72,20,4,2,2,4.6,2022-03-08 04:51:20.812183
B00KWSPW26,2022,3,8,77,12,11,0,0,4.7,2022-03-08 04:51:27.797089
B00BAVLSHM,2022,3,8,93,5,1,1,1,4.9,2022-03-08 04:51:34.964873
B07MS17ZK5,2022,3,8,50,30,10,10,0,4.2,2022-03-08 04:51:42.133337
B0014CXCMG,2022,3,8,87,9,3,1,1,4.8,2022-03-08 04:51:50.934670
B08HVTCS3J,2022,3,8,56,12,14,10,8,4,2022-03-08 04:51:57.087745
B01N49QENL,2022,3,8,82,13,3,1,1,4.7,2022-03-08 04:52:04.702410
B07HHHMJ6V,2022,3,8,68,15,9,3,4,4.4,2022-03-08 04:52:12.785628
B07Q6D1KM6,2022,3,8,82,11,3,1,4,4.7,2022-03-08 04:52:19.720195
B09GMZNMNF,2022,3,8,83,12,3,1,1,4.8,2022-03-08 04:52:34.762167
B09Q1M9GBD,2022,3,8,82,13,4,1,1,4.7,2022-03-08 04:52:42.344094
B00L7S3FOC,2022,3,8,80,12,5,2,1,4.7,2022-03-08 04:52:50.234069
B09PJJ1VTZ,2022,3,8,0,0,0,0,0,0,2022-03-08 04:52:57.135041
B07DX6RZ7G,2022,3,8,67,16,8,4,6,4.3,2022-03-08 04:53:04.476165
B09RQ9JKJ8,2022,3,8,0,0,0,0,0,0,2022-03-08 04:53:10.632652
B00LS9TQXY,2022,3,8,68,16,0,0,16,4.2,2022-03-08 04:53:17.509712
B07X2PFXCT,2022,3,8,65,11,13,10,0,4.3,2022-03-08 04:53:24.074515
B07QP2VC8P,2022,3,8,59,14,13,5,9,4.1,2022-03-08 04:53:31.724991
B01N4B8MED,2022,3,8,54,25,0,0,20,3.9,2022-03-08 04:53:38.421571
B00KCDC0EY,2022,3,8,80,11,3,2,4,4.6,2022-03-08 04:53:45.230846
B01N02GVLS,2022,3,8,49,14,15,0,23,3.6,2022-03-08 04:53:51.726475
B0836YKWQ7,2022,3,8,57,19,13,6,6,4.1,2022-03-08 04:53:58.818485
B017XYM7GU,2022,3,8,72,13,7,3,5,4.4,2022-03-08 04:54:06.041290
B07TK3MCST,2022,3,8,83,10,3,1,3,4.7,2022-03-08 04:54:12.376732
B00JF2O8LQ,2022,3,8,81,11,4,2,2,4.7,2022-03-08 04:54:20.935864
B07WTRJH91,2022,3,8,68,15,10,3,3,4.4,2022-03-08 04:54:28.150735
B0845CVB2R,2022,3,8,85,11,3,1,1,4.8,2022-03-08 04:54:35.473864
B078KGWD2P,2022,3,8,89,8,2,1,1,4.8,2022-03-08 04:54:42.430013
B01N5J79VE,2022,3,8,82,13,3,1,1,4.7,2022-03-08 04:54:49.879492
B07ZXHTB88,2022,3,8,64,36,0,0,0,4.6,2022-03-08 04:54:56.534705
B09QQQ5CWK,2022,3,8,86,8,3,2,2,4.7,2022-03-08 04:55:02.999938
B000T9JM8S,2022,3,8,77,4,12,5,2,4.5,2022-03-08 04:55:10.036337
B08YPDSS52,2022,3,8,72,19,3,6,0,4.6,2022-03-08 04:55:17.294310
B00027C8RE,2022,3,8,76,16,6,1,1,4.6,2022-03-08 04:55:25.258832
B08BTG811J,2022,3,8,69,14,9,2,5,4.4,2022-03-08 04:55:32.668468
B01N22382F,2022,3,8,85,10,2,1,2,4.7,2022-03-08 04:55:39.186912
B07KDK89G9,2022,3,8,69,10,6,8,7,4.3,2022-03-08 04:55:46.659107
B09GM5WJYB,2022,3,8,0,0,0,0,0,0,2022-03-08 04:55:53.318208
B09GN14Y2S,2022,3,8,84,11,3,1,1,4.7,2022-03-08 04:56:01.174543
B09NQMF3H3,2022,3,8,0,0,0,0,0,0,2022-03-08 04:56:07.649180
B00TDERQWO,2022,3,8,64,18,11,3,5,4.3,2022-03-08 04:56:15.810005
B002TSA93Y,2022,3,8,87,9,3,1,1,4.8,2022-03-08 04:56:23.503148
B086M1HVSD,2022,3,8,77,13,4,2,5,4.6,2022-03-08 04:56:30.302468
B083VR65CY,2022,3,8,84,10,2,0,4,4.7,2022-03-08 04:56:37.398027
B01IA98IE2,2022,3,8,77,9,3,0,11,4.4,2022-03-08 04:56:44.493628
